O*NET-SOC Code	Title	Task ID	Task	Scale ID	Scale Name	Data Value	IMP_rating
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	8553	"Measure or weigh specified amounts of ingredients or materials, and load them into tanks, vats, hoppers, or other equipment."	IM	Importance	4.23	81
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	8542	Adjust machine or freezer speed and air intake to obtain desired consistency and amount of product.	IM	Importance	4.2	80
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	8550	Weigh packages and adjust freezer air valves or switches on filler heads to obtain specified amounts of product in each container.	IM	Importance	4.01	75
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	8557	"Inspect and flush lines with solutions or steam, and spray equipment with sterilizing solutions."	IM	Importance	3.95	74
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	8554	"Load and position wrapping paper, sticks, bags, or cartons into dispensing machines."	IM	Importance	3.86	72
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	8559	"Sample and test product characteristics such as specific gravity, acidity, and sugar content, using hydrometers, pH meters, or refractometers."	IM	Importance	3.86	72
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	8552	"Start agitators to blend contents, or start beater, scraper, and expeller blades to mix contents with air and prevent sticking."	IM	Importance	3.81	70
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	8555	"Insert forming fixtures, and start machines that cut frozen products into measured portions or specified shapes."	IM	Importance	3.61	65
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	8556	"Place or position containers into equipment, and remove containers after completion of cooling or freezing processes."	IM	Importance	3.52	63
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	8549	"Scrape, dislodge, or break excess frost, ice, or frozen product from equipment to prevent accumulation, using hands and hand tools."	IM	Importance	3.5	63
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	8560	Activate mechanical rakes to regulate flow of ice from storage bins to vats.	IM	Importance	3.48	62
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	8551	Stir material with spoons or paddles to mix ingredients or allow even cooling and prevent coagulation.	IM	Importance	3.28	57
51-9194.00	Etchers and Engravers	14395	"Inspect etched work for depth of etching, uniformity, and defects, using calibrated microscopes, gauges, fingers, or magnifying lenses."	IM	Importance	4.55	89
51-9194.00	Etchers and Engravers	14386	"Examine sketches, diagrams, samples, blueprints, or photographs to decide how designs are to be etched, cut, or engraved onto workpieces."	IM	Importance	4.45	86
51-9194.00	Etchers and Engravers	14385	Clean and polish engraved areas.	IM	Importance	4.03	76
51-9194.00	Etchers and Engravers	14396	"Prepare workpieces for etching or engraving by cutting, sanding, cleaning, polishing, or treating them with wax, acid resist, lime, etching powder, or light-sensitive enamel."	IM	Importance	4.53	88
51-9194.00	Etchers and Engravers	14379	"Engrave and print patterns, designs, etchings, trademarks, or lettering onto flat or curved surfaces of a wide variety of metal, glass, plastic, or paper items, using hand tools or hand-held power tools."	IM	Importance	4.52	88
51-9194.00	Etchers and Engravers	14388	"Prepare etching chemicals according to formulas, diluting acid with water to obtain solutions of specified concentration."	IM	Importance	4.5	88
51-9194.00	Etchers and Engravers	21027	Use computer software to design patterns for engraving.	IM	Importance	4.49	87
51-9194.00	Etchers and Engravers	14409	"Expose workpieces to acid to develop etch patterns such as designs, lettering, or figures."	IM	Importance	4.43	86
51-9194.00	Etchers and Engravers	14378	"Adjust depths and sizes of cuts by adjusting heights of worktables, or by adjusting machine-arm gauges."	IM	Importance	4.42	86
51-9194.00	Etchers and Engravers	14383	"Measure and compute dimensions of lettering, designs, or patterns to be engraved."	IM	Importance	4.34	84
51-9194.00	Etchers and Engravers	14394	"Neutralize workpieces to remove acid, wax, or enamel, using water, solvents, brushes, or specialized machines."	IM	Importance	4.33	83
51-9194.00	Etchers and Engravers	14382	"Examine engraving for quality of cut, burrs, rough spots, and irregular or incomplete engraving."	IM	Importance	4.31	83
51-9194.00	Etchers and Engravers	14399	"Transfer image to workpiece, using contact printer, pantograph stylus, silkscreen printing device, or stamp pad."	IM	Importance	4.29	82
51-9194.00	Etchers and Engravers	14392	"Set reduction scales to attain specified sizes of reproduction on workpieces, and set pantograph controls for required heights, depths, and widths of cuts."	IM	Importance	4.22	81
51-9194.00	Etchers and Engravers	14398	"Print proofs or examine designs to verify accuracy of engraving, and rework engraving as required."	IM	Importance	4.2	80
51-9194.00	Etchers and Engravers	14380	"Position and clamp workpieces, plates, or rollers in holding fixtures."	IM	Importance	4.19	80
51-9194.00	Etchers and Engravers	14404	"Remove wax or tape from etched glassware by using a stylus or knife, or by immersing ware in hot water."	IM	Importance	4.19	80
51-9194.00	Etchers and Engravers	14401	"Guide stylus over template, causing cutting tool to duplicate design or letters on workpiece."	IM	Importance	4.18	80
51-9194.00	Etchers and Engravers	14384	Start machines and lower cutting tools to beginning points on patterns.	IM	Importance	4.18	80
51-9194.00	Etchers and Engravers	14381	"Determine machine settings, and move bars or levers to reproduce designs on rollers or plates."	IM	Importance	4.13	78
51-9194.00	Etchers and Engravers	14402	Remove completed workpieces and place them in trays.	IM	Importance	4.08	77
51-9194.00	Etchers and Engravers	14397	Insert cutting tools or bits into machines and secure them with wrenches.	IM	Importance	3.93	73
51-9194.00	Etchers and Engravers	14391	"Sandblast exposed areas of glass to cut designs in surfaces, using spray guns."	IM	Importance	3.72	68
51-9194.00	Etchers and Engravers	14400	"Sketch, trace, or scribe layout lines and designs on workpieces, plates, dies, or rollers, using compasses, scribers, gravers, or pencils."	IM	Importance	3.63	66
51-9194.00	Etchers and Engravers	14407	Fill etched characters with opaque paste to improve readability.	IM	Importance	3.48	62
51-9194.00	Etchers and Engravers	14408	Brush or wipe acid over engraving to darken or highlight inscriptions.	IM	Importance	3.25	56
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23666	Read work orders or examine parts to determine parts or sections of products to be produced.	IM	Importance	4.09	77
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23667	"Trim or remove excess material, using scrapers, knives, or band saws."	IM	Importance	3.84	71
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23668	Brush or spray mold surfaces with parting agents or insert paper into molds to ensure smoothness and prevent sticking or seepage.	IM	Importance	4.02	76
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23669	"Engrave or stamp identifying symbols, letters, or numbers on products."	IM	Importance	4.02	76
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23670	"Assemble, insert, and adjust wires, tubes, cores, fittings, rods, or patterns into molds, using hand tools and depth gauges."	IM	Importance	4	75
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23671	"Clean, finish, and lubricate molds and mold parts."	IM	Importance	4	75
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23672	Separate models or patterns from molds and examine products for accuracy.	IM	Importance	3.94	74
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23673	Set the proper operating temperature for each casting.	IM	Importance	3.93	73
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23674	"Load or stack filled molds in ovens, dryers, or curing boxes, or on storage racks or carts."	IM	Importance	3.92	73
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23675	"Align and assemble parts to produce completed products, using gauges and hand tools."	IM	Importance	3.9	73
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23676	"Operate and adjust controls of heating equipment to melt material or to cure, dry, or bake filled molds."	IM	Importance	3.89	72
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23677	Select sizes and types of molds according to instructions.	IM	Importance	3.87	72
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23678	"Patch broken edges or fractures, using clay or plaster."	IM	Importance	3.86	72
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23679	Withdraw cores or other loose mold members after castings solidify.	IM	Importance	3.86	72
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23680	"Repair mold defects, such as cracks or broken edges, using patterns, mold boxes, or hand tools."	IM	Importance	3.77	69
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23681	"Measure and cut products to specified dimensions, using measuring and cutting instruments."	IM	Importance	3.76	69
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23682	"Smooth surfaces of molds, using scraping tools or sandpaper."	IM	Importance	3.73	68
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23683	"Measure ingredients and mix molding, casting material, or sealing compounds to prescribed consistencies, according to formulas."	IM	Importance	3.72	68
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23684	Remove excess materials and level and smooth wet mold mixtures.	IM	Importance	3.69	67
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23687	"Verify dimensions of products, using measuring instruments, such as calipers, vernier gauges, or protractors."	IM	Importance	3.6	65
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23688	"Bore holes or cut grates, risers, or pouring spouts in molds, using power tools."	IM	Importance	3.42	61
51-9195.00	"Molders, Shapers, and Casters, Except Metal and Plastic"	23690	Tap or tilt molds to ensure uniform distribution of materials.	IM	Importance	3.3	58
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12615	"Verify depths and dimensions of cuts or carvings to ensure adherence to specifications, blueprints, or models, using measuring instruments."	IM	Importance	4.33	83
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12621	Move fingers over surfaces of carvings to ensure smoothness of finish.	IM	Importance	4.27	82
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12619	"Shape, trim, or touch up roughed-out designs with appropriate tools to finish carvings."	IM	Importance	4.21	80
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12616	"Lay out designs or dimensions from sketches or blueprints on stone surfaces, freehand or by transferring them from tracing paper, using scribes or chalk and measuring instruments."	IM	Importance	4.11	78
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12624	"Cut, shape, and finish rough blocks of building or monumental stone, according to diagrams or patterns."	IM	Importance	4.07	77
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12618	"Drill holes and cut or carve moldings and grooves in stone, according to diagrams and patterns."	IM	Importance	4.05	76
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12620	"Select chisels, pneumatic or surfacing tools, or sandblasting nozzles, and determine sequence of use."	IM	Importance	3.92	73
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12617	"Study artistic objects or graphic materials, such as models, sketches, or blueprints, to plan carving or cutting techniques."	IM	Importance	4.24	81
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12614	"Carve designs or figures in full or bas relief on stone, employing knowledge of stone carving techniques and sense of artistry to produce carvings consistent with designers' plans."	IM	Importance	4.11	78
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12622	"Carve rough designs freehand or by chipping along marks on stone, using mallets and chisels or pneumatic tools."	IM	Importance	3.89	72
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12623	"Guide nozzles over stone, following stencil outlines, or chip along marks to create designs or to work surfaces down to specified finishes."	IM	Importance	3.82	71
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12625	"Smooth surfaces of carvings, using rubbing stones."	IM	Importance	3.73	68
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12628	"Load sandblasting equipment with abrasives, attach nozzles to hoses, and turn valves to admit compressed air and activate jets."	IM	Importance	3.63	66
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12629	"Dress stone surfaces, using bushhammers."	IM	Importance	3.63	66
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12626	"Remove or add stencils during blasting to create differing cut depths, intricate designs, or rough, pitted finishes."	IM	Importance	3.61	65
51-9195.03	"Stone Cutters and Carvers, Manufacturing"	12627	Copy drawings on rough clay or plaster models.	IM	Importance	3.44	61
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12632	"Heat glass to pliable stage, using gas flames or ovens and rotating glass to heat it uniformly."	IM	Importance	4.53	88
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12630	"Inspect, weigh, and measure products to verify conformance to specifications, using instruments such as micrometers, calipers, magnifiers, or rulers."	IM	Importance	4.51	88
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12631	"Record manufacturing information, such as quantities, sizes, or types of goods produced."	IM	Importance	4.2	80
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12646	"Place glass into dies or molds of presses and control presses to form products, such as glassware components or optical blanks."	IM	Importance	4.73	93
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12644	Spray or swab molds with oil solutions to prevent adhesion of glass.	IM	Importance	4.6	90
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12633	"Blow tubing into specified shapes to prevent glass from collapsing, using compressed air or own breath, or blow and rotate gathers in molds or on boards to obtain final shapes."	IM	Importance	4.4	85
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12638	Determine types and quantities of glass required to fabricate products.	IM	Importance	4.23	81
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12634	"Set up and adjust machine press stroke lengths and pressures and regulate oven temperatures, according to glass types to be processed."	IM	Importance	4.21	80
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12635	"Shape, bend, or join sections of glass, using paddles, pressing and flattening hand tools, or cork."	IM	Importance	4.19	80
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12647	"Design and create glass objects, using blowpipes and artisans' hand tools and equipment."	IM	Importance	4.1	78
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12649	"Operate and maintain finishing machines to grind, drill, sand, bevel, decorate, wash, or polish glass or glass products."	IM	Importance	3.97	74
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12648	Repair broken scrolls by replacing them with new sections of tubing.	IM	Importance	3.78	70
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12637	"Develop sketches of glass products into blueprint specifications, applying knowledge of glass technology and glass blowing."	IM	Importance	3.77	69
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12640	Superimpose bent tubing on asbestos patterns to ensure accuracy.	IM	Importance	3.71	68
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12645	"Cut lengths of tubing to specified sizes, using files or cutting wheels."	IM	Importance	3.7	68
51-9195.04	"Glass Blowers, Molders, Benders, and Finishers"	12639	Place rubber hoses on ends of tubing and charge tubing with gas.	IM	Importance	3.67	67
51-9195.05	"Potters, Manufacturing"	21210	Operate gas or electric kilns to fire pottery pieces.	IM	Importance	4.83	96
51-9195.05	"Potters, Manufacturing"	21211	"Mix and apply glazes to pottery pieces, using tools, such as spray guns."	IM	Importance	4.63	91
51-9195.05	"Potters, Manufacturing"	15118	"Raise and shape clay into wares, such as vases and pitchers, on revolving wheels, using hands, fingers, and thumbs."	IM	Importance	4.63	91
51-9195.05	"Potters, Manufacturing"	15115	Adjust wheel speeds according to the feel of the clay as pieces enlarge and walls become thinner.	IM	Importance	4.62	91
51-9195.05	"Potters, Manufacturing"	15117	"Position balls of clay in centers of potters' wheels, and start motors or pump treadles with feet to revolve wheels."	IM	Importance	4.59	90
51-9195.05	"Potters, Manufacturing"	15122	Move pieces from wheels so that they can dry.	IM	Importance	4.55	89
51-9195.05	"Potters, Manufacturing"	15119	"Prepare work for sale or exhibition, and maintain relationships with retail, pottery, art, and resource networks that can facilitate sale or exhibition of work."	IM	Importance	4.51	88
51-9195.05	"Potters, Manufacturing"	21212	Attach handles to pottery pieces.	IM	Importance	4.46	87
51-9195.05	"Potters, Manufacturing"	15114	"Press thumbs into centers of revolving clay to form hollows, and press on the inside and outside of emerging clay cylinders with hands and fingers, gradually raising and shaping clay to desired forms and sizes."	IM	Importance	4.42	86
51-9195.05	"Potters, Manufacturing"	21213	Pack and ship pottery to stores or galleries for retail sale.	IM	Importance	4.32	83
51-9195.05	"Potters, Manufacturing"	15120	"Smooth surfaces of finished pieces, using rubber scrapers and wet sponges."	IM	Importance	4.26	82
51-9195.05	"Potters, Manufacturing"	15123	Pull wires through bases of articles and wheels to separate finished pieces.	IM	Importance	4.2	80
51-9195.05	"Potters, Manufacturing"	21214	Design spaces to display pottery for sale.	IM	Importance	4.17	79
51-9195.05	"Potters, Manufacturing"	15127	"Verify accuracy of shapes and sizes of objects, using calipers and templates."	IM	Importance	4.16	79
51-9195.05	"Potters, Manufacturing"	15124	"Examine finished ware for defects and measure dimensions, using rule and thickness gauge."	IM	Importance	4.15	79
51-9195.05	"Potters, Manufacturing"	15126	"Maintain supplies of tools, equipment, and materials, and order additional supplies as needed."	IM	Importance	4	75
51-9195.05	"Potters, Manufacturing"	15131	Operate pug mills to blend and extrude clay.	IM	Importance	3.94	74
51-9195.05	"Potters, Manufacturing"	15125	Perform test-fires of pottery to determine how to achieve specific colors and textures.	IM	Importance	3.78	70
51-9195.05	"Potters, Manufacturing"	15129	Start machine units and conveyors and observe lights and gauges on panel board to verify operational efficiency.	IM	Importance	4.64	91
51-9195.05	"Potters, Manufacturing"	15128	Operate drying chambers to dry or finish molded ceramic ware.	IM	Importance	3.83	71
51-9195.05	"Potters, Manufacturing"	15130	"Adjust pressures, temperatures, and trimming tool settings as required."	IM	Importance	3.76	69
51-9195.05	"Potters, Manufacturing"	15121	"Design clay forms and molds, and decorations for forms."	IM	Importance	3.64	66
51-9195.05	"Potters, Manufacturing"	15133	Teach pottery classes.	IM	Importance	2.2	30
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12678	"Examine completed work to detect defects and verify conformance to work orders, and adjust machinery as necessary to correct production problems."	IM	Importance	4.66	92
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12683	"Observe operation of various machines to detect and correct machine malfunctions such as improper forming, glue flow, or pasteboard tension."	IM	Importance	4.43	86
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12679	"Start machines and move controls to regulate tension on pressure rolls, to synchronize speed of machine components, and to adjust temperatures of glue or paraffin."	IM	Importance	4.17	79
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12689	"Disassemble machines to maintain, repair, or replace broken or worn parts, using hand or power tools."	IM	Importance	4	75
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12681	"Install attachments to machines for gluing, folding, printing, or cutting."	IM	Importance	4.39	85
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12687	"Cut products to specified dimensions, using hand or power cutters."	IM	Importance	4.35	84
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12685	"Place rolls of paper or cardboard on machine feed tracks, and thread paper through gluing, coating, and slitting rollers."	IM	Importance	4.33	83
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12688	Monitor finished cartons as they drop from forming machines into rotating hoppers and into gravity feed chutes to prevent jamming.	IM	Importance	4.25	81
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12680	"Adjust guide assemblies, forming bars, and folding mechanisms according to specifications, using hand tools."	IM	Importance	4.2	80
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12682	"Measure, space, and set saw blades, cutters, and perforators, according to product specifications."	IM	Importance	4.06	77
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12686	"Fill glue and paraffin reservoirs, and position rollers to dispense glue onto paperboard."	IM	Importance	4.06	77
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12684	"Stamp products with information such as dates, using hand stamps or automatic stamping devices."	IM	Importance	3.94	74
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12690	"Remove finished cores, and stack or place them on conveyors for transfer to other work areas."	IM	Importance	3.93	73
51-9196.00	"Paper Goods Machine Setters, Operators, and Tenders"	12691	"Lift tote boxes of finished cartons, and dump cartons into feed hoppers."	IM	Importance	3.93	73
51-9197.00	Tire Builders	14418	Build semi-raw rubber treads onto buffed tire casings to prepare tires for vulcanization in recapping or retreading processes.	IM	Importance	4.6	90
51-9197.00	Tire Builders	14430	Trim excess rubber and imperfections during retreading processes.	IM	Importance	4.47	87
51-9197.00	Tire Builders	14425	"Fill cuts and holes in tires, using hot rubber."	IM	Importance	4.39	85
51-9197.00	Tire Builders	14431	Place tires into molds for new tread.	IM	Importance	4.85	96
51-9197.00	Tire Builders	14423	Fit inner tubes and final layers of rubber onto tires.	IM	Importance	4.82	96
51-9197.00	Tire Builders	21215	Buff tires according to specifications for width and undertread depth.	IM	Importance	4.72	93
51-9197.00	Tire Builders	14426	"Brush or spray solvents onto plies to ensure adhesion, and repeat process as specified, alternating direction of each ply to strengthen tires."	IM	Importance	4.59	90
51-9197.00	Tire Builders	14411	Start rollers that bond tread and plies as drums revolve.	IM	Importance	4.57	89
51-9197.00	Tire Builders	14415	"Align treads with guides, start drums to wind treads onto plies, and slice ends."	IM	Importance	4.56	89
51-9197.00	Tire Builders	14413	"Inspect worn tires for faults, cracks, cuts, and nail holes, and to determine if tires are suitable for retreading."	IM	Importance	4.54	89
51-9197.00	Tire Builders	14428	Measure tires to determine mold size requirements.	IM	Importance	4.52	88
51-9197.00	Tire Builders	14427	"Roll hand rollers over rebuilt casings, exerting pressure to ensure adhesion between camelbacks and casings."	IM	Importance	4.4	85
51-9197.00	Tire Builders	14417	"Position ply stitcher rollers and drums according to width of stock, using hand tools and gauges."	IM	Importance	4.37	84
51-9197.00	Tire Builders	14414	"Cut plies at splice points, and press ends together to form continuous bands."	IM	Importance	4.36	84
51-9197.00	Tire Builders	14410	"Depress pedals to rotate drums, and wind specified numbers of plies around drums to form tire bodies."	IM	Importance	4.31	83
51-9197.00	Tire Builders	14422	Clean and paint completed tires.	IM	Importance	4.27	82
51-9197.00	Tire Builders	14424	Rub cement sticks on drum edges to provide adhesive surfaces for plies.	IM	Importance	4.14	79
51-9197.00	Tire Builders	14429	Depress pedals to collapse drums after processing is complete.	IM	Importance	4.03	76
51-9197.00	Tire Builders	14419	Wind chafers and breakers onto plies.	IM	Importance	3.96	74
51-9197.00	Tire Builders	14420	"Pull plies from supply racks, and align plies with edges of drums."	IM	Importance	3.45	61
51-9198.00	Helpers--Production Workers	12699	"Load and unload items from machines, conveyors, and conveyances."	IM	Importance	4.19	80
51-9198.00	Helpers--Production Workers	12693	"Operate machinery used in the production process, or assist machine operators."	IM	Importance	4.18	80
51-9198.00	Helpers--Production Workers	12706	"Place products in equipment or on work surfaces for further processing, inspecting, or wrapping."	IM	Importance	4.1	78
51-9198.00	Helpers--Production Workers	12694	Examine products to verify conformance to quality standards.	IM	Importance	4.03	76
51-9198.00	Helpers--Production Workers	12703	Start machines or equipment to begin production processes.	IM	Importance	3.87	72
51-9198.00	Helpers--Production Workers	12695	"Observe equipment operations so that malfunctions can be detected, and notify operators of any malfunctions."	IM	Importance	3.79	70
51-9198.00	Helpers--Production Workers	12707	"Remove products, machine attachments, or waste material from machines."	IM	Importance	3.77	69
51-9198.00	Helpers--Production Workers	12696	"Lift raw materials, finished products, and packed items, manually or using hoists."	IM	Importance	3.75	69
51-9198.00	Helpers--Production Workers	12710	"Transfer finished products, raw materials, tools, or equipment between storage and work areas of plants and warehouses, by hand or using hand trucks or powered lift trucks."	IM	Importance	3.72	68
51-9198.00	Helpers--Production Workers	12708	Pack and store materials and products.	IM	Importance	3.61	65
51-9198.00	Helpers--Production Workers	12700	"Help production workers by performing duties of lesser skill, such as supplying or holding materials or tools, or cleaning work areas and equipment."	IM	Importance	3.47	62
51-9198.00	Helpers--Production Workers	12697	Count finished products to determine if product orders are complete.	IM	Importance	4.19	80
51-9198.00	Helpers--Production Workers	12713	"Measure amounts of products, lengths of extruded articles, or weights of filled containers to ensure conformance to specifications."	IM	Importance	4	75
51-9198.00	Helpers--Production Workers	12704	"Separate products according to weight, grade, size, or composition of materials used to produce them."	IM	Importance	3.94	74
51-9198.00	Helpers--Production Workers	12705	"Turn valves to regulate flow of liquids or air, to reverse machines, to start pumps, or to regulate equipment."	IM	Importance	3.91	73
51-9198.00	Helpers--Production Workers	12698	Mark or tag identification on parts.	IM	Importance	3.91	73
51-9198.00	Helpers--Production Workers	12716	Mix ingredients according to specified procedures or formulas.	IM	Importance	3.84	71
51-9198.00	Helpers--Production Workers	12709	"Tie products in bundles for further processing or shipment, following prescribed procedures."	IM	Importance	3.76	69
51-9198.00	Helpers--Production Workers	12702	"Record information, such as the number of products tested, meter readings, or dates and times of product production."	IM	Importance	3.75	69
51-9198.00	Helpers--Production Workers	12715	"Read gauges or charts, and record data obtained."	IM	Importance	3.74	69
51-9198.00	Helpers--Production Workers	12720	"Unclamp and hoist full reels from braiding, winding, or other fabricating machines, using power hoists."	IM	Importance	3.72	68
51-9198.00	Helpers--Production Workers	12711	Signal coworkers to direct them to move products during the production process.	IM	Importance	3.69	67
51-9198.00	Helpers--Production Workers	12701	Clean and lubricate equipment.	IM	Importance	3.64	66
51-9198.00	Helpers--Production Workers	12712	Prepare raw materials for processing.	IM	Importance	3.6	65
51-9198.00	Helpers--Production Workers	12725	"Perform minor repairs to machines, such as replacing damaged or worn parts."	IM	Importance	3.6	65
51-9198.00	Helpers--Production Workers	12726	"Attach slings, ropes, or cables to objects such as pipes, hoses, or bundles."	IM	Importance	3.37	59
51-9198.00	Helpers--Production Workers	12717	Position spouts or chutes of storage bins so that containers can be filled.	IM	Importance	3.27	57
51-9198.00	Helpers--Production Workers	12719	"Wash work areas, machines, equipment, vehicles, or products."	IM	Importance	3.21	55
51-9198.00	Helpers--Production Workers	12722	Break up defective products for reprocessing.	IM	Importance	3.08	52
51-9198.00	Helpers--Production Workers	12724	Cut or break flashing from materials or products.	IM	Importance	3.03	51
53-1041.00	Aircraft Cargo Handling Supervisors	14435	"Determine the quantity and orientation of cargo, and compute an aircraft's center of gravity."	IM	Importance	4.63	91
53-1041.00	Aircraft Cargo Handling Supervisors	14434	"Direct ground crews in the loading, unloading, securing, or staging of aircraft cargo or baggage."	IM	Importance	4.54	89
53-1041.00	Aircraft Cargo Handling Supervisors	20933	Train new employees in areas such as safety procedures or equipment operation.	IM	Importance	4.51	88
53-1041.00	Aircraft Cargo Handling Supervisors	14432	Distribute cargo to maximize use of space.	IM	Importance	4.35	84
53-1041.00	Aircraft Cargo Handling Supervisors	14433	"Calculate load weights for different aircraft compartments, using charts and computers."	IM	Importance	4.82	96
53-1041.00	Aircraft Cargo Handling Supervisors	14436	Accompany aircraft as a member of the flight crew to monitor and handle cargo in flight.	IM	Importance	4.14	79
53-1042.00	"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"	20830	Maintain a safe working environment by monitoring safety procedures and equipment.	IM	Importance	4.47	87
53-1042.00	"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"	8562	Collaborate with workers and managers to solve work-related problems.	IM	Importance	4.42	86
53-1042.00	"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"	8563	Review work throughout the work process and at completion to ensure that it has been performed properly.	IM	Importance	4.39	85
53-1042.00	"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"	8566	Inform designated employees or departments of items loaded or problems encountered.	IM	Importance	4.12	78
53-1042.00	"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"	8573	Inspect equipment for wear and for conformance to specifications.	IM	Importance	4.11	78
53-1042.00	"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"	8570	"Prepare and maintain work records and reports of information such as employee time and wages, daily receipts, or inspection results."	IM	Importance	4.07	77
53-1042.00	"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"	8564	Transmit and explain work orders to laborers.	IM	Importance	4.02	76
53-1042.00	"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"	8561	Plan work schedules and assign duties to maintain adequate staff for effective performance of activities and response to fluctuating workloads.	IM	Importance	4.01	75
